Στ. Ατμοσφαιρικής Ρύπανσης   οδού Εγνατίας (Κέντρο Πόλης),A.A.,Ημερο- μηνία,Ημέρα,SO2 μg/m3,PM10 μg/m3,PM2.5 μg/m3,CO mg/m3,NO μg/m3,NO2 μg/m3,O3 μg/m3,_sheet,Στ. Ατμοσφαιρικής Ρύπανσης   οδού 25ης Μαρτίου (Αν. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   οδού Λαγκαδά (Δυτ. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   Επταπυργίου (Άνω Πόλη),Στ. Ατμοσφαιρικής Ρύπανσης   Μαλακοπής (Αν. Θεσ/νίκη περιοχή Τούμπας),Στ. Ατμοσφαιρικής Ρύπανσης   Νέου Δημαρχείου (Γεωγραφικό κέντρο πόλης)
,8493.0,2012-04-02,2012-04-02,,21.0,12.0,,,,56.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8494.0,2012-04-03,2012-04-03,,27.0,15.0,,,,57.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8495.0,2012-04-04,2012-04-04,,38.0,21.0,,,,36.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8496.0,2012-04-05,2012-04-05,,33.0,20.0,,,,34.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8497.0,2012-04-06,2012-04-06,,28.0,16.0,,,,42.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8498.0,2012-04-07,2012-04-07,,31.0,17.0,,,,56.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8499.0,2012-04-08,2012-04-08,,34.0,18.0,,,,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8500.0,2012-04-09,2012-04-09,,22.0,14.0,,,,60.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8501.0,2012-04-10,2012-04-10,,22.0,14.0,,,,56.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8502.0,2012-04-11,2012-04-11,,25.0,17.0,,,,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8503.0,2012-04-12,2012-04-12,,29.0,18.0,,,,59.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8504.0,2012-04-13,2012-04-13,,25.0,16.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8505.0,2012-04-14,2012-04-14,,39.0,21.0,,,,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8506.0,2012-04-15,2012-04-15,,12.0,9.0,,,,75.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8507.0,2012-04-16,2012-04-16,,20.0,12.0,,,,69.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8508.0,2012-04-17,2012-04-17,,33.0,17.0,,,,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8509.0,2012-04-18,2012-04-18,,16.0,9.0,,,,58.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8510.0,2012-04-19,2012-04-19,,14.0,9.0,,,,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8511.0,2012-04-20,2012-04-20,,15.0,9.0,,,,69.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8512.0,2012-04-21,2012-04-21,,17.0,10.0,,,,64.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8513.0,2012-04-22,2012-04-22,,13.0,8.0,,,,74.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8514.0,2012-04-23,2012-04-23,,17.0,10.0,,,,65.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8515.0,2012-04-24,2012-04-24,,22.0,12.0,,,,50.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8516.0,2012-04-25,2012-04-25,,29.0,15.0,,,,55.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8517.0,2012-04-26,2012-04-26,,20.0,10.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8518.0,2012-04-27,2012-04-27,,33.0,18.0,,,,67.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8519.0,2012-04-28,2012-04-28,,21.0,11.0,,,,77.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8520.0,2012-04-29,2012-04-29,,21.0,13.0,,,,88.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8521.0,2012-04-30,2012-04-30,,34.0,17.0,,,,77.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8522.0,2012-05-01,2012-05-01,,29.0,17.0,,,,97.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8523.0,2012-05-02,2012-05-02,,42.0,22.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8524.0,2012-05-03,2012-05-03,,42.0,22.0,,,,107.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8525.0,2012-05-04,2012-05-04,,47.0,24.0,,,,100.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8526.0,2012-05-05,2012-05-05,,35.0,19.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8527.0,2012-05-06,2012-05-06,,29.0,15.0,,,,103.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8528.0,2012-05-07,2012-05-07,,35.0,19.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8529.0,2012-05-08,2012-05-08,,37.0,18.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8530.0,2012-05-09,2012-05-09,,28.0,15.0,,,,89.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8531.0,2012-05-10,2012-05-10,,27.0,14.0,,,,82.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8532.0,2012-05-11,2012-05-11,,21.0,12.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8533.0,2012-05-12,2012-05-12,,21.0,11.0,,,,86.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8534.0,2012-05-13,2012-05-13,,32.0,17.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8535.0,2012-05-14,2012-05-14,,30.0,16.0,,,,72.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8536.0,2012-05-15,2012-05-15,,14.0,9.0,,,,87.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8537.0,2012-05-16,2012-05-16,,13.0,8.0,,,,69.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8538.0,2012-05-17,2012-05-17,,18.0,10.0,,,,71.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8539.0,2012-05-18,2012-05-18,,18.0,10.0,,,,66.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8540.0,2012-05-19,2012-05-19,,17.0,11.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8541.0,2012-05-20,2012-05-20,,18.0,10.0,,,,71.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8542.0,2012-05-21,2012-05-21,,22.0,13.0,,,,63.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8543.0,2012-05-22,2012-05-22,,19.0,10.0,,,,85.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8544.0,2012-05-23,2012-05-23,,18.0,10.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8545.0,2012-05-24,2012-05-24,,11.0,8.0,,,,74.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8546.0,2012-05-25,2012-05-25,,17.0,10.0,,,,73.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8547.0,2012-05-26,2012-05-26,,16.0,10.0,,,,54.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8548.0,2012-05-27,2012-05-27,,21.0,13.0,,,,62.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8549.0,2012-05-28,2012-05-28,,18.0,10.0,,,,96.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8550.0,2012-05-29,2012-05-29,,23.0,11.0,,,,86.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8551.0,2012-05-30,2012-05-30,,17.0,9.0,,,,77.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8552.0,2012-05-31,2012-05-31,,24.0,15.0,,,,90.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8553.0,2012-06-01,2012-06-01,,29.0,16.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8554.0,2012-06-02,2012-06-02,,24.0,14.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8555.0,2012-06-03,2012-06-03,,22.0,13.0,,,,81.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8556.0,2012-06-04,2012-06-04,,23.0,13.0,,,,90.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8557.0,2012-06-05,2012-06-05,,26.0,14.0,,,,86.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8558.0,2012-06-06,2012-06-06,,17.0,9.0,,,,80.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8559.0,2012-06-07,2012-06-07,,16.0,10.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8560.0,2012-06-08,2012-06-08,,26.0,14.0,,,,74.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8561.0,2012-06-09,2012-06-09,,27.0,15.0,,,,78.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8562.0,2012-06-10,2012-06-10,,29.0,16.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8563.0,2012-06-11,2012-06-11,,26.0,14.0,,,,80.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8564.0,2012-06-12,2012-06-12,,32.0,17.0,,,,85.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8565.0,2012-06-13,2012-06-13,,34.0,18.0,,,,77.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8566.0,2012-06-14,2012-06-14,,28.0,15.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8567.0,2012-06-15,2012-06-15,,29.0,16.0,,,,93.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8568.0,2012-06-16,2012-06-16,,28.0,15.0,,,,99.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8569.0,2012-06-17,2012-06-17,,23.0,12.0,,,,104.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8570.0,2012-06-18,2012-06-18,,21.0,10.0,,,,110.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8571.0,2012-06-19,2012-06-19,,22.0,12.0,,,,99.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8572.0,2012-06-20,2012-06-20,,21.0,11.0,,,,108.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8573.0,2012-06-21,2012-06-21,,20.0,11.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8574.0,2012-06-22,2012-06-22,,36.0,19.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8575.0,2012-06-23,2012-06-23,,31.0,17.0,,,,107.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8576.0,2012-06-24,2012-06-24,,37.0,21.0,,,,96.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8577.0,2012-06-25,2012-06-25,,25.0,14.0,,,,82.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8578.0,2012-06-26,2012-06-26,,28.0,14.0,,,,82.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8579.0,2012-06-27,2012-06-27,,16.0,9.0,,,,97.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8580.0,2012-06-28,2012-06-28,,21.0,12.0,,,,97.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8581.0,2012-06-29,2012-06-29,,30.0,16.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8582.0,2012-06-30,2012-06-30,,27.0,15.0,,,,93.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8583.0,2012-07-01,2012-07-01,,18.0,12.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8584.0,2012-07-02,2012-07-02,,20.0,11.0,,,,101.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8585.0,2012-07-03,2012-07-03,,16.0,8.0,,,,101.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8586.0,2012-07-04,2012-07-04,,19.0,11.0,,,,94.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8587.0,2012-07-05,2012-07-05,,27.0,15.0,,,,79.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8588.0,2012-07-06,2012-07-06,,31.0,18.0,,,,85.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8589.0,2012-07-07,2012-07-07,,29.0,18.0,,,,93.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8590.0,2012-07-08,2012-07-08,,26.0,15.0,,,,103.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8591.0,2012-07-09,2012-07-09,,31.0,17.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8592.0,2012-07-10,2012-07-10,,41.0,24.0,,,,100.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8593.0,2012-07-11,2012-07-11,,22.0,14.0,,,,116.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8594.0,2012-07-12,2012-07-12,,34.0,20.0,,,,105.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8595.0,2012-07-13,2012-07-13,,25.0,14.0,,,,111.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8596.0,2012-07-14,2012-07-14,,31.0,21.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8597.0,2012-07-15,2012-07-15,,28.0,20.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8598.0,2012-07-16,2012-07-16,,38.0,21.0,,,,105.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8599.0,2012-07-17,2012-07-17,,29.0,15.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8600.0,2012-07-18,2012-07-18,,20.0,10.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8601.0,2012-07-19,2012-07-19,,23.0,13.0,,,,105.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8602.0,2012-07-20,2012-07-20,,23.0,14.0,,,,103.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8603.0,2012-07-21,2012-07-21,,29.0,17.0,,,,109.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8604.0,2012-07-22,2012-07-22,,21.0,13.0,,,,80.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8605.0,2012-07-23,2012-07-23,,21.0,12.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8606.0,2012-07-24,2012-07-24,,30.0,16.0,,,,99.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8607.0,2012-07-25,2012-07-25,,30.0,18.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8608.0,2012-07-26,2012-07-26,,31.0,18.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8609.0,2012-07-27,2012-07-27,,27.0,18.0,,,,104.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8610.0,2012-07-28,2012-07-28,,20.0,13.0,,,,108.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8611.0,2012-07-29,2012-07-29,,22.0,14.0,,,,115.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8612.0,2012-07-30,2012-07-30,,27.0,16.0,,,,112.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8613.0,2012-07-31,2012-07-31,,28.0,17.0,,,,114.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8614.0,2012-08-01,2012-08-01,,24.0,16.0,,,,99.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8615.0,2012-08-02,2012-08-02,,21.0,12.0,,,,96.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8616.0,2012-08-03,2012-08-03,,26.0,16.0,,,,107.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8617.0,2012-08-04,2012-08-04,,27.0,16.0,,,,110.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8618.0,2012-08-05,2012-08-05,,28.0,16.0,,,,116.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8619.0,2012-08-06,2012-08-06,,31.0,17.0,,,,98.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8620.0,2012-08-07,2012-08-07,,38.0,22.0,,,,118.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8621.0,2012-08-08,2012-08-08,,39.0,22.0,,,,103.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8622.0,2012-08-09,2012-08-09,,45.0,26.0,,,,105.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8623.0,2012-08-10,2012-08-10,,19.0,11.0,,,,113.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8624.0,2012-08-11,2012-08-11,,14.0,8.0,,,,106.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8625.0,2012-08-12,2012-08-12,,15.0,8.0,,,,102.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8626.0,2012-08-13,2012-08-13,,21.0,14.0,,,,106.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8627.0,2012-08-14,2012-08-14,,22.0,14.0,,,,102.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8628.0,2012-08-15,2012-08-15,,19.0,11.0,,,,114.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8629.0,2012-08-16,2012-08-16,,25.0,16.0,,,,104.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8630.0,2012-08-17,2012-08-17,,23.0,16.0,,,,109.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8631.0,2012-08-18,2012-08-18,,22.0,15.0,,,,113.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8632.0,2012-08-19,2012-08-19,,20.0,11.0,,,,91.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8633.0,2012-08-20,2012-08-20,,22.0,12.0,,,,90.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8634.0,2012-08-21,2012-08-21,,25.0,13.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8635.0,2012-08-22,2012-08-22,,30.0,16.0,,,,81.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8636.0,2012-08-23,2012-08-23,,32.0,18.0,,,,72.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8637.0,2012-08-24,2012-08-24,,27.0,14.0,,,,69.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8638.0,2012-08-25,2012-08-25,,28.0,15.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8639.0,2012-08-26,2012-08-26,,26.0,15.0,,,,81.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8640.0,2012-08-27,2012-08-27,,41.0,21.0,,,,90.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8641.0,2012-08-28,2012-08-28,,17.0,9.0,,,,95.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8642.0,2012-08-29,2012-08-29,,21.0,11.0,,,,89.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8643.0,2012-08-30,2012-08-30,,23.0,13.0,,,,87.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8644.0,2012-08-31,2012-08-31,,23.0,14.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8645.0,2012-09-01,2012-09-01,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8646.0,2012-09-02,2012-09-02,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8647.0,2012-09-03,2012-09-03,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8648.0,2012-09-04,2012-09-04,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8649.0,2012-09-05,2012-09-05,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8650.0,2012-09-06,2012-09-06,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8651.0,2012-09-07,2012-09-07,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8652.0,2012-09-08,2012-09-08,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8653.0,2012-09-09,2012-09-09,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8654.0,2012-09-10,2012-09-10,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8655.0,2012-09-11,2012-09-11,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8656.0,2012-09-12,2012-09-12,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8657.0,2012-09-13,2012-09-13,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8658.0,2012-09-14,2012-09-14,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8659.0,2012-09-15,2012-09-15,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8660.0,2012-09-16,2012-09-16,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8661.0,2012-09-17,2012-09-17,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8662.0,2012-09-18,2012-09-18,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8663.0,2012-09-19,2012-09-19,,,,,,,,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8664.0,2012-09-20,2012-09-20,,25.0,23.0,,,,67.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8665.0,2012-09-21,2012-09-21,,10.0,10.0,,,,78.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8666.0,2012-09-22,2012-09-22,,15.0,13.0,,,,97.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8667.0,2012-09-23,2012-09-23,,23.0,19.0,,,,100.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8668.0,2012-09-24,2012-09-24,,23.0,18.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8669.0,2012-09-25,2012-09-25,,30.0,22.0,,,,81.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8670.0,2012-09-26,2012-09-26,,28.0,22.0,,,,93.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8671.0,2012-09-27,2012-09-27,,30.0,23.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8672.0,2012-09-28,2012-09-28,,46.0,34.0,,,,86.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8673.0,2012-09-29,2012-09-29,,43.0,30.0,,,,99.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8674.0,2012-09-30,2012-09-30,,51.0,36.0,,,,97.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8675.0,2012-10-01,2012-10-01,,47.0,26.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8676.0,2012-10-02,2012-10-02,,33.0,18.0,,,,82.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8677.0,2012-10-03,2012-10-03,,43.0,24.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8678.0,2012-10-04,2012-10-04,,24.0,14.0,,,,91.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8679.0,2012-10-05,2012-10-05,,34.0,19.0,,,,89.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8680.0,2012-10-06,2012-10-06,,34.0,19.0,,,,90.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8681.0,2012-10-07,2012-10-07,,32.0,20.0,,,,94.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8682.0,2012-10-08,2012-10-08,,35.0,20.0,,,,84.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8683.0,2012-10-09,2012-10-09,,33.0,18.0,,,,74.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8684.0,2012-10-10,2012-10-10,,43.0,22.0,,,,71.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8685.0,2012-10-11,2012-10-11,,48.0,26.0,,,,92.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8686.0,2012-10-12,2012-10-12,,31.0,18.0,,,,85.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8687.0,2012-10-13,2012-10-13,,24.0,14.0,,,,83.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
,8688.0,2012-10-14,2012-10-14,,17.0,12.0,,,,67.0,Στ. ΕΠΤΑΠΥΡΓΙΟΥ,,,,,
